"","carat","cut","color","clarity","depth","table","price","x","y","z"
"35067",0.42,"Ideal","H","SI1",61.7,55,885,4.84,4.85,2.99
"14039",1.02,"Good","G","VS1",57.3,59,5706,6.71,6.65,3.83
"26428",1.5,"Very Good","E","VS1",59,62,15957,7.45,7.47,4.4
"14388",0.3,"Very Good","G","VS1",60.3,62,605,4.3,4.33,2.6
"25573",2.05,"Premium","J","VS1",60.1,58,14411,8.19,8.25,4.94
"50212",0.7,"Good","E","SI2",57.5,58,2229,5.8,5.85,3.35
"35102",0.3,"Ideal","F","IF",60.9,56,886,4.33,4.37,2.65
"40274",0.31,"Ideal","G","SI1",61.8,55,493,4.38,4.42,2.72
"30946",0.32,"Ideal","D","SI2",62.1,55,449,4.38,4.4,2.73
"215",0.7,"Ideal","G","VS1",61.4,59,2780,5.64,5.73,3.49
"49255",0.7,"Premium","G","SI2",62,60,2087,5.7,5.62,3.51
"27744",2,"Premium","I","VS1",60.8,59,18795,8.13,8.02,4.91
"150",0.7,"Ideal","E","SI1",60.9,57,2768,5.73,5.76,3.5
"24615",2,"Premium","H","SI2",62.5,58,12940,8.14,8.03,5.05
"5646",0.93,"Very Good","D","SI1",60.8,60,3880,6.24,6.3,3.81
"36022",0.53,"Very Good","I","SI1",59.7,63,923,5.22,5.3,3.14
"4533",0.91,"Premium","E","SI2",62.8,61,3639,6.09,6.07,3.82
"4772",1.1,"Ideal","F","I1",61.3,57,3690,6.68,6.62,4.08
"31606",0.3,"Very Good","J","VS2",61.6,61,368,4.28,4.33,2.65
"23725",0.25,"Very Good","F","VVS1",62.9,55,633,4.04,4.06,2.55
"14719",0.3,"Good","H","VVS2",63.1,60,605,4.24,4.28,2.69
"36596",0.3,"Ideal","F","IF",62,56,947,4.3,4.34,2.68
"23592",1.51,"Premium","F","SI1",62.2,59,11607,7.34,7.3,4.55
"44902",0.76,"Premium","G","I1",63,55,1629,5.83,5.74,3.65
"22551",1.51,"Ideal","E","SI2",61.9,56,10588,7.31,7.36,4.54
"49437",0.54,"Ideal","F","VVS2",61,57,2109,5.26,5.3,3.22
"20949",1.22,"Ideal","G","VS1",60.7,57,9166,6.94,6.93,4.21
"49927",0.7,"Premium","H","SI2",60.2,61,2184,5.76,5.66,3.44
"9494",1.05,"Premium","H","SI1",61.9,58,4608,6.45,6.5,4.01
"14788",1.25,"Premium","H","SI2",60.4,59,5950,7.02,6.95,4.22
"26647",2.18,"Ideal","J","VS2",60.3,57,16427,8.41,8.45,5.08
"1068",0.31,"Ideal","I","VS2",59.9,57,558,4.4,4.38,2.63
"18248",1.01,"Ideal","F","VS1",60.8,57,7412,6.54,6.52,3.97
"10494",1.02,"Premium","H","SI2",62.6,58,4798,6.44,6.4,4.02
"43812",0.51,"Good","G","VS2",63.9,56,1443,5.1,5.07,3.25
"33618",0.31,"Premium","G","SI1",61.4,58,462,4.31,4.35,2.66
"50777",0.52,"Ideal","D","VVS2",61.4,56,2302,5.23,5.2,3.2
"31200",0.32,"Premium","I","VVS1",63,58,756,4.38,4.32,2.74
"49594",0.72,"Ideal","J","VVS2",60.9,58,2136,5.74,5.78,3.51
"46780",0.54,"Ideal","G","VS1",61.8,55.3,1804,5.22,5.24,3.23
"48875",0.71,"Very Good","F","SI2",60.9,56,2036,5.8,5.83,3.54
"52565",0.7,"Premium","I","VVS1",61.2,58,2536,5.72,5.65,3.48
"10119",1.02,"Very Good","D","SI2",63.4,59,4718,6.41,6.37,4.05
"50812",0.54,"Ideal","D","VS2",61.6,55,2307,5.25,5.27,3.24
"39077",0.4,"Ideal","F","VS2",63.4,54,1059,4.73,4.68,2.99
"44977",0.32,"Ideal","I","VS1",61.3,56,523,4.43,4.45,2.72
"36191",0.61,"Good","G","I1",61.2,57.2,931,5.44,5.49,3.34
"4806",0.9,"Very Good","F","SI1",63.4,57,3699,6.06,6.11,3.86
"31789",0.42,"Ideal","E","SI1",61.3,57,773,4.79,4.81,2.94
"35009",0.4,"Premium","F","SI1",62.9,58,882,4.72,4.69,2.96
"41943",0.28,"Premium","G","VVS2",60.2,60,504,4.24,4.26,2.56
"49687",0.59,"Very Good","E","VS2",59.4,63,2145,5.42,5.46,3.23
"7342",0.91,"Good","E","SI1",63.5,57,4211,6.07,6.11,3.87
"37754",0.38,"Ideal","D","VS2",62,56,998,4.68,4.64,2.89
"38930",0.36,"Very Good","E","IF",59.5,57,1053,4.68,4.73,2.8
"43711",0.51,"Ideal","I","VS2",61.1,56,1437,5.16,5.18,3.16
"36355",0.34,"Ideal","F","VS2",60.7,56,938,4.56,4.53,2.76
"24903",1.5,"Premium","F","VS2",62.4,57,13333,7.38,7.29,4.58
"17283",1.5,"Fair","E","SI2",64.8,55,6922,7.26,7.15,4.67
"1195",0.75,"Ideal","F","VS2",62.3,57,2933,5.81,5.87,3.64
"52363",0.54,"Ideal","E","VVS2",61.1,56,2502,5.26,5.31,3.22
"8296",0.9,"Premium","E","VS2",58,61,4385,6.45,6.34,3.71
"8067",0.31,"Ideal","G","VS1",61.9,55,583,4.36,4.37,2.7
"17192",1,"Very Good","G","VS1",59.4,59,6867,6.52,6.54,3.88
"23080",1.31,"Very Good","G","VVS2",62.2,59,11108,6.91,6.98,4.32
"28419",0.43,"Good","D","SI2",63.1,59,669,4.8,4.81,3.03
"29954",0.33,"Good","I","SI1",63.6,57,445,4.39,4.42,2.8
"30619",0.34,"Premium","I","SI1",62.7,58,447,4.4,4.43,2.77
"29672",0.28,"Very Good","F","VVS2",61.6,56,707,4.2,4.23,2.59
"11931",1.05,"Ideal","G","SI2",62.7,57,5127,6.45,6.51,4.06
"21490",1.7,"Very Good","J","VS2",62.9,58,9586,7.55,7.59,4.76
"42393",0.54,"Ideal","F","SI1",61.2,56,1307,5.23,5.29,3.22
"47443",0.7,"Good","H","SI2",63.8,57,1856,5.58,5.55,3.55
"44017",0.51,"Premium","G","VS2",62.9,58,1546,5.11,5.06,3.2
"32856",0.4,"Good","G","VS2",63.5,56,807,4.68,4.7,2.98
"22286",1.57,"Very Good","I","VS1",59.7,61,10336,7.51,7.62,4.52
"51110",0.72,"Ideal","E","SI2",61.7,57,2337,5.72,5.78,3.55
"8117",0.93,"Very Good","H","VS2",62.8,59,4351,6.13,6.16,3.86
"20349",1.64,"Premium","I","SI2",61.3,58,8743,7.62,7.58,4.66
"12624",1.04,"Premium","D","SI2",62.4,56,5292,6.5,6.45,4.04
"52244",0.8,"Very Good","J","VS1",62.7,58,2487,5.91,5.95,3.72
"13886",1.03,"Premium","D","SI1",63,59,5653,6.44,6.39,4.04
"10617",1.06,"Ideal","H","SI2",62.5,57.1,4829,6.46,6.5,4.05
"8632",1.02,"Premium","G","SI1",62.6,59,4449,6.43,6.38,4.01
"44016",0.51,"Ideal","G","VS2",62.7,57,1546,5.12,5.05,3.19
"11617",1.2,"Good","G","SI2",63.6,54,5049,6.71,6.75,4.28
"53624",0.3,"Premium","I","VVS1",62.2,58,552,4.28,4.31,2.67
"51861",0.76,"Premium","H","SI1",60,60,2425,5.8,5.76,3.76
"17100",1.23,"Ideal","I","VS2",62.4,58,6817,6.82,6.86,4.27
"44763",0.52,"Very Good","G","VS1",59.5,58,1621,5.21,5.28,3.12
"3166",0.61,"Ideal","D","VVS2",60.1,57,3336,5.53,5.58,3.34
"4618",0.9,"Premium","I","VS2",60.1,59,3663,6.37,6.25,3.79
"24291",1.23,"Ideal","E","VVS2",61.7,57,12539,6.85,6.91,4.25
"40043",0.7,"Good","I","I1",63.9,62,1111,5.62,5.57,3.58
"29155",0.38,"Very Good","G","VS1",61.9,54,693,4.65,4.69,2.89
"51270",0.72,"Very Good","I","VS2",61.6,59,2359,5.71,5.75,3.53
"11159",1.21,"Premium","D","SI2",59.7,58,4946,7.06,6.96,4.19
"25120",1.71,"Premium","G","SI1",60.6,58,13666,7.79,7.75,4.71
"50531",0.7,"Good","I","VS1",63.2,55,2274,5.58,5.63,3.54
"6648",1.11,"Ideal","J","SI2",61.7,57,4092,6.63,6.69,4.11
"33758",0.31,"Ideal","G","IF",61.5,57,840,4.35,4.37,2.68
"48825",0.71,"Good","I","VS2",64.2,58,2028,5.52,5.57,3.56
"53531",0.74,"Ideal","D","SI2",62.2,57,2690,5.78,5.82,3.61
"52353",0.51,"Very Good","E","VVS1",59.9,57,2501,5.22,5.24,3.14
"45666",0.52,"Ideal","G","VS1",63,54,1694,5.17,5.12,3.24
"3282",0.91,"Premium","G","SI2",61.3,60,3363,6.2,6.17,3.79
"27760",0.32,"Premium","H","VS2",59.5,58,648,4.5,4.47,2.67
"5727",0.27,"Very Good","D","VVS2",64.6,53,575,4.04,4.1,2.63
"40840",0.5,"Premium","F","SI2",61.4,61,1172,5.14,5.09,3.14
"1681",0.8,"Ideal","H","VS2",62.1,54,3030,5.96,5.99,3.71
"42948",0.3,"Premium","F","SI2",62.3,58,506,4.32,4.28,2.68
"3140",0.72,"Ideal","F","VS1",62.5,54,3330,5.73,5.76,3.59
"7484",1.02,"Premium","F","SI2",60.4,60,4238,6.53,6.49,3.93
"15047",0.3,"Ideal","F","VS2",62,55,605,4.31,4.33,2.68
"22902",1.5,"Premium","F","SI1",61.9,60,10940,7.26,7.21,4.48
"30629",0.26,"Ideal","H","VS1",61.9,55,448,4.1,4.13,2.55
"25329",1.51,"Very Good","G","VS1",59.5,59,14028,7.41,7.45,4.42
"7142",1.11,"Premium","E","SI2",61.6,61,4177,6.66,6.61,4.09
"19762",1.6,"Premium","H","SI2",59.4,59,8333,7.6,7.55,4.5
"43738",0.51,"Very Good","E","SI1",61.3,54,1438,5.13,5.18,3.16
"44969",0.5,"Very Good","G","VS1",62.7,59,1637,5.04,5.07,3.17
"19329",1.53,"Ideal","H","SI2",62.4,58,8034,7.32,7.38,4.59
"14433",1.2,"Ideal","G","SI2",61.1,57,5826,6.86,6.83,4.18
"6894",0.9,"Ideal","G","VS2",62.7,56,4133,6.25,6.15,3.89
"6421",0.8,"Ideal","F","VS2",60.9,57,4043,5.98,6.04,3.66
"4188",0.8,"Very Good","F","VS1",63.6,57,3559,5.82,5.91,3.73
"53482",0.9,"Premium","F","SI2",58.5,60,2681,6.3,6.25,3.67
"48445",0.51,"Ideal","G","VVS2",61.8,56,1974,5.16,5.1,3.17
"6967",1.14,"Ideal","H","SI2",62.6,57,4150,6.71,6.65,4.18
"4097",0.82,"Very Good","G","VS2",59.8,56,3535,6.13,6.18,3.68
"13924",1.05,"Very Good","F","SI1",59.7,60,5666,6.63,6.71,3.98
"32931",0.33,"Very Good","F","VVS2",62.5,59,810,4.4,4.47,2.77
"10117",1.02,"Premium","G","SI1",60.8,58,4718,6.5,6.46,3.94
"32239",0.31,"Ideal","G","VVS1",62.1,53,789,4.36,4.4,2.72
"25229",1.51,"Ideal","G","VS2",62.3,54,13828,7.35,7.33,4.57
"24122",2.12,"Ideal","I","SI1",62.2,57,12284,8.21,8.14,5.08
"52762",0.7,"Premium","D","SI2",59.3,59,2562,5.79,5.74,3.42
"20314",1.32,"Ideal","G","VS2",62.4,57,8728,7.05,6.98,4.38
"14633",1.11,"Premium","E","SI1",61.3,58,5908,6.66,6.61,4.07
"27331",2.02,"Ideal","H","SI1",61.7,57,17882,8.14,8.08,5
"5206",1.04,"Premium","G","SI1",60.3,58,3780,6.6,6.55,3.96
"8636",1.07,"Very Good","I","SI1",62.6,58,4451,6.49,6.57,4.09
"7163",0.97,"Good","F","SI2",59.1,62,4182,6.49,6.54,3.85
"17166",2,"Good","G","I1",63.9,58,6854,7.99,7.91,5.08
"6079",1.09,"Premium","I","SI1",61.9,58,3968,6.65,6.58,4.1
"3532",0.91,"Good","D","SI2",64.1,62,3408,6.01,6.06,3.87
"32135",0.44,"Very Good","G","SI1",60.3,58,786,4.94,4.99,2.99
"45254",0.51,"Ideal","F","VS2",61.7,56,1660,5.13,5.15,3.17
"37354",0.4,"Very Good","F","VS1",62.5,57,982,4.69,4.72,2.94
"4595",0.9,"Very Good","I","VS1",63.3,58,3656,6.07,6.1,3.85
"14145",1.22,"Premium","G","SI2",61.9,58,5739,6.88,6.79,4.23
"32514",0.4,"Very Good","D","SI2",63.1,57,798,4.75,4.72,2.99
"4054",0.35,"Ideal","H","VS2",61.2,56,571,4.53,4.56,2.78
"10182",0.9,"Premium","D","SI1",59.4,61,4735,6.32,6.3,3.75
"7830",0.91,"Good","H","VS1",63.4,56,4298,6.12,6.18,3.9
"25673",2.2,"Ideal","J","SI1",61.5,57,14593,8.41,8.37,5.16
"16973",1.22,"Premium","G","SI1",61.8,58,6777,6.88,6.82,4.23
"10477",1.22,"Very Good","J","VS2",61.9,57,4793,6.82,6.87,4.24
"25422",1.51,"Very Good","F","VS2",62.8,56,14165,7.27,7.32,4.58
"26635",1.09,"Good","D","IF",58.7,61,16406,6.75,6.85,3.99
"4733",0.3,"Ideal","F","VS2",61.9,56,573,4.32,4.34,2.68
"6680",1.03,"Very Good","H","SI2",60.9,57,4101,6.5,6.58,3.98
"51170",0.79,"Good","H","SI2",59.2,58,2346,6.05,6.07,3.59
"22102",1.51,"Good","H","VS1",59.9,61,10129,7.34,7.39,4.41
"14508",1.09,"Premium","H","VS1",60.2,59,5860,6.71,6.67,4.03
"33051",0.3,"Ideal","F","VVS1",62.5,57,814,4.26,4.29,2.67
"6636",1,"Premium","H","SI2",63,61,4088,6.35,6.31,3.99
"53732",0.72,"Very Good","E","SI1",63.1,58,2723,5.69,5.72,3.6
"46958",0.35,"Very Good","I","VS2",62.6,54,527,4.5,4.53,2.82
"6411",0.92,"Premium","H","VS1",61.7,62,4039,6.2,6.12,3.8
"33850",0.3,"Premium","F","VS1",61.9,59,844,4.3,4.26,2.65
"4095",0.92,"Very Good","F","SI2",60.6,63,3534,6.34,6.25,3.81
"28777",0.33,"Ideal","D","VS2",61.8,54,681,4.43,4.47,2.75
"30960",0.32,"Very Good","I","VS2",63,56,449,4.38,4.42,2.77
"15734",1.21,"Ideal","I","VS1",60.5,58,6292,6.95,6.89,4.19
"19149",1.26,"Very Good","G","SI1",63.3,58,7910,6.88,6.84,4.34
"24791",2,"Premium","J","VS2",60.8,62,13162,8.12,8.09,4.93
"12447",1.3,"Premium","I","VS2",60.3,60,5242,7.01,6.99,4.22
"9035",0.36,"Ideal","H","VS2",60.8,56,587,4.61,4.63,2.81
"11516",1.09,"Ideal","G","SI1",62.2,56,5022,6.6,6.55,4.09
"17355",1.33,"Premium","E","SI2",62.5,58,6963,6.99,7.03,4.38
"28612",0.3,"Ideal","E","SI1",62.9,56,675,4.3,4.25,2.69
"33836",0.34,"Ideal","G","VVS1",60.5,55,844,4.53,4.56,2.75
"27731",2.08,"Ideal","H","SI1",58.7,60,18760,8.36,8.4,4.92
"44589",0.59,"Ideal","E","SI1",62,57,1607,5.36,5.39,3.33
"36896",0.33,"Ideal","H","IF",61,55,959,4.5,4.49,2.74
"31278",0.32,"Premium","I","VS2",62.2,59,449,4.35,4.37,2.71
"43293",0.58,"Very Good","F","SI1",63.1,57,1401,5.28,5.31,3.34
"45054",0.58,"Ideal","G","VS2",61.1,55,1641,5.45,5.42,3.32
"30377",0.45,"Very Good","F","SI2",61.5,61,729,4.9,4.95,3.03
"34660",0.31,"Ideal","E","VS2",61.8,55,872,4.35,4.33,2.68
"2048",0.32,"Very Good","E","SI1",61.6,56,561,4.39,4.41,2.71
"52970",0.24,"Ideal","F","VVS2",61.6,54,552,4,4.09,2.49
"53811",0.73,"Ideal","I","SI1",61.7,55,2733,5.78,5.82,3.58
"13112",1.27,"Premium","F","SI2",61,61,5428,7.01,6.95,4.26
"48621",0.7,"Premium","H","SI2",62.1,62,1999,5.67,5.63,3.51
"13800",1.64,"Premium","J","SI2",63,58,5624,7.54,7.49,4.74
"12970",1.14,"Ideal","J","VS1",61.5,57,5392,6.7,6.73,4.13
"18621",1.01,"Ideal","G","VVS2",62,58,7597,6.36,6.39,3.95
"42410",0.42,"Ideal","G","IF",62,57,1310,4.82,4.8,2.98
"30562",0.31,"Ideal","E","VS1",61.8,56,734,4.34,4.37,2.69
"17545",1.01,"Good","F","VVS2",63.6,60,7059,6.36,6.31,4.03
"13611",1.02,"Ideal","H","VS1",62.2,56,5569,6.48,6.42,4.01
"6170",0.9,"Very Good","I","VS2",59.3,59,3992,6.27,6.3,3.73
"2751",0.73,"Ideal","F","SI1",61.7,55,3249,5.79,5.82,3.58
"30738",0.43,"Good","E","SI1",63.1,56,739,4.8,4.83,3.04
"50344",0.67,"Good","F","VS1",64.4,57,2244,5.55,5.6,3.6
"17547",1.01,"Premium","G","VS1",60.7,58,7059,6.52,6.49,3.95
"46692",0.53,"Ideal","G","VS1",61.5,57,1791,5.21,5.23,3.21
"29496",0.32,"Ideal","E","VS2",62.3,54,702,4.37,4.4,2.73
"44023",0.51,"Ideal","E","SI1",62.8,56,1546,5.15,5.07,3.21
"9018",0.9,"Very Good","D","SI1",61.9,55,4514,6.18,6.22,3.84
"45228",0.7,"Ideal","J","VS1",61.6,57,1657,5.72,5.77,3.54
"28293",0.24,"Ideal","I","VS1",62,56,432,4,4.01,2.48
"45901",0.52,"Ideal","D","SI1",62.4,56,1720,5.17,5.12,3.21
"42356",0.51,"Very Good","I","VS1",62.5,59,1301,5.1,5.14,3.2
"47249",0.54,"Ideal","D","VS2",61.2,56,1842,5.23,5.29,3.22
"45859",0.7,"Very Good","G","SI2",63.2,57,1715,5.66,5.59,3.55
"9808",1.16,"Ideal","I","SI1",61.7,56,4668,6.76,6.7,4.15
"20316",1.74,"Good","I","SI2",60.1,64,8731,7.82,7.71,4.67
"25238",2.52,"Fair","H","SI2",65.4,59,13846,8.49,8.42,5.53
"40682",0.5,"Good","E","SI1",64,57,1155,5.04,4.99,3.21
"49839",0.54,"Ideal","F","VVS2",61.9,56,2168,5.2,5.23,3.23
"4973",0.73,"Ideal","D","VS2",62.6,55,3735,5.71,5.76,3.59
"2702",0.31,"Ideal","G","VS2",62.2,54,562,4.34,4.38,2.71
"29490",0.4,"Ideal","G","SI1",60.2,56,702,4.77,4.83,2.89
"3283",0.76,"Ideal","H","VVS1",62.1,56,3363,5.81,5.89,3.63
"475",0.72,"Ideal","H","VS1",62.3,56,2819,5.73,5.77,3.58
"11733",1.01,"Ideal","E","SI1",62.2,56,5068,6.43,6.4,3.99
"30717",0.33,"Ideal","F","VS1",62.1,55,738,4.43,4.46,2.76
"18694",0.29,"Ideal","E","VS1",61.2,56,619,4.27,4.29,2.61
"42513",0.54,"Good","E","SI1",57.2,59,1323,5.37,5.32,3.06
"17564",1.2,"Very Good","H","VS2",62.5,60,7072,6.72,6.78,4.22
"51332",0.7,"Very Good","F","VS2",61.6,58,2362,5.7,5.72,3.52
"14596",1.21,"Premium","D","SI2",62.2,60,5889,6.8,6.83,4.24
"1825",0.79,"Premium","D","SI1",61.4,59,3058,5.96,5.89,3.64
"34949",0.28,"Very Good","I","VS2",61.9,57,379,4.16,4.19,2.58
"39898",0.42,"Ideal","D","VS2",61.4,56,1103,4.84,4.8,2.96
"27299",2.05,"Premium","D","SI1",60.4,58,17776,8.26,8.16,4.96
"19387",1.2,"Premium","G","VS1",62.4,59,8056,6.73,6.69,4.19
"18872",1.64,"Very Good","J","SI1",62.6,59,7739,7.45,7.51,4.68
"43141",0.42,"Ideal","D","VS1",61.8,57,1388,4.82,4.79,2.97
"47683",0.56,"Ideal","E","VS2",61.4,57,1882,5.35,5.31,3.27
"53692",0.9,"Premium","J","SI2",62.7,57,2717,6.09,6.06,3.8
"19909",1.65,"Ideal","E","SI2",58.7,56,8455,7.76,7.73,4.55
"16921",1.41,"Premium","J","VS2",62.7,56,6754,7.2,7.16,4.5
"43345",0.51,"Good","F","SI1",64.2,59,1406,5.04,5.02,3.23
"19293",1.02,"Ideal","E","VS1",62.2,54,8011,6.44,6.46,4.01
"48536",0.46,"Ideal","G","IF",61.7,56,1987,4.97,5.01,3.08
"34079",0.34,"Ideal","H","VVS2",61.4,56,852,4.48,4.51,2.76
"20023",0.32,"Ideal","G","SI2",62.5,57,421,4.35,4.38,2.73
"6929",1.12,"Ideal","D","I1",60.6,55,4139,6.73,6.76,4.09
"31825",0.34,"Ideal","G","VVS2",61.1,57,775,4.48,4.52,2.75
"49467",0.52,"Very Good","G","VVS1",61.1,58,2113,5.19,5.22,3.18
"40862",0.61,"Fair","J","VS2",58.2,56,1174,5.74,5.49,3.27
"46442",0.53,"Ideal","E","VS1",60.4,57,1772,5.27,5.26,3.18
"22067",1.5,"Very Good","I","VVS2",63.3,58,10090,7.27,7.24,4.59
"49870",0.53,"Very Good","F","VVS2",61.4,57,2175,5.2,5.22,3.2
"49954",0.3,"Ideal","H","SI1",62.9,57,540,4.29,4.26,2.69
"8228",1,"Premium","I","VS2",61.6,59,4372,6.39,6.47,3.96
"47020",0.56,"Ideal","E","VS2",62.6,57,1819,5.26,5.29,3.3
"51606",0.7,"Premium","I","VS1",62.4,59,2394,5.64,5.55,3.49
"14568",1.04,"Premium","F","SI1",59.5,60,5882,6.62,6.59,3.93
"487",0.73,"Very Good","E","SI1",63.2,58,2821,5.76,5.7,3.62
"12242",1.01,"Ideal","H","SI1",60.4,58,5200,6.47,6.5,3.92
"16361",0.32,"Ideal","E","VS2",61.4,57,608,4.4,4.46,2.72
"26871",2.4,"Premium","F","SI2",62.6,59,16797,8.53,8.49,5.33
"14630",1.03,"Premium","E","VS2",61.3,61,5906,6.53,6.46,3.98
"24978",1.52,"Premium","G","VS2",62,58,13483,7.33,7.39,4.56
"40360",0.43,"Ideal","D","VS2",60.7,57,1129,4.91,4.88,2.97
"24082",1.56,"Premium","D","SI1",62.6,58,12226,7.36,7.44,4.63
"45334",0.51,"Premium","E","VS2",62.5,59,1662,5.09,5.08,3.18
"37435",0.33,"Ideal","E","VVS1",61.7,56,984,4.46,4.48,2.76
"49149",0.96,"Fair","G","I1",64.5,60,2068,6.16,6.11,3.96
"46606",0.54,"Premium","D","SI1",62,55,1786,5.24,5.21,3.24
"42344",0.57,"Ideal","F","SI1",61.6,56,1299,5.33,5.36,3.29
"19933",1.08,"Ideal","D","VS2",61.9,58,8481,6.54,6.57,4.06
"48580",0.54,"Premium","D","VS2",60.6,58,1993,5.3,5.26,3.2
"9349",1.09,"Very Good","I","SI2",62.5,57,4584,6.56,6.58,4.11
"5651",0.82,"Ideal","G","VS1",61.9,54,3880,5.99,6.03,3.72
"49645",0.3,"Premium","H","SI1",61.2,60,540,4.31,4.29,2.63
"39843",0.54,"Very Good","H","SI2",62.7,59,1099,5.17,5.2,3.25
"32580",0.36,"Ideal","D","SI1",61.6,56,801,4.59,4.6,2.83
"32269",0.3,"Ideal","G","VVS1",62,55,789,4.31,4.34,2.68
"13076",1.26,"Premium","D","SI2",61.9,58,5412,6.88,6.81,4.24
"27083",2.14,"Ideal","I","SI1",62.1,58,17213,8.21,8.26,5.11
"2205",1.02,"Premium","H","I1",62.5,60,3141,6.39,6.41,4
"33823",0.32,"Ideal","G","VVS1",60.8,56,842,4.37,4.44,2.68
"13319",1.01,"Very Good","E","SI1",62.8,57,5499,6.37,6.41,4.01
"4512",1.06,"Fair","G","SI2",65.3,62,3633,6.33,6.25,4.11
"33274",0.32,"Good","H","SI1",63.4,55,461,4.36,4.38,2.77
"41862",0.33,"Ideal","D","VVS1",60.5,56,1257,4.5,4.53,2.73
"17443",1.56,"Very Good","J","SI2",58.3,63,6996,7.64,7.7,4.47
"16855",1.21,"Premium","H","VS2",60.5,60,6722,6.95,6.9,4.19
"25883",2.01,"Ideal","H","SI2",62.5,53.9,14998,8.04,8.07,5.04
"43838",0.5,"Very Good","E","VS2",63.6,59,1446,4.99,5.04,3.19
"3057",0.34,"Very Good","F","SI1",59.4,62,566,4.54,4.59,2.71
"51922",0.7,"Ideal","G","VS1",62.7,57,2437,5.66,5.7,3.56
"50771",0.71,"Premium","I","VS2",62.8,59,2300,5.67,5.64,3.55
"5696",0.74,"Ideal","E","VS1",62.2,55,3888,5.79,5.82,3.61
"31609",0.3,"Premium","H","SI2",60.9,59,368,4.32,4.35,2.64
"23150",1.08,"Ideal","E","VVS2",61,56,11166,6.64,6.67,4.06
"19185",1.5,"Ideal","G","SI2",61.5,57,7936,7.33,7.39,4.53
"22129",1.83,"Premium","H","SI1",60.4,59,10162,7.89,7.85,4.75
"53421",0.72,"Very Good","G","VS1",60,59,2671,5.8,5.84,3.49
"50635",0.23,"Very Good","F","VS2",63.4,56,402,3.84,3.89,2.45
"44274",0.52,"Ideal","E","VS2",60.4,57,1576,5.17,5.22,3.14
"12905",1.12,"Very Good","H","SI2",61.7,59,5375,6.67,6.71,4.13
"933",0.9,"Good","H","SI2",62.7,64,2883,6.09,6,3.79
"9336",1.03,"Very Good","D","SI2",63.7,56,4580,6.32,6.39,4.05
"27347",1.74,"Premium","G","VS1",61.7,58,17904,7.78,7.69,4.77
"41357",0.38,"Ideal","F","IF",62.2,54,1218,4.65,4.68,2.9
"49103",0.55,"Ideal","G","VVS2",60.8,56.9,2064,5.27,5.31,3.22
"38248",0.32,"Ideal","E","IF",62.3,53,1018,4.39,4.41,2.74
"27677",2.19,"Ideal","D","SI2",61.8,57,18693,8.23,8.49,5.17
"36283",0.34,"Premium","E","SI2",61.5,58,477,4.49,4.52,2.77
"47983",0.26,"Good","D","VVS1",64.3,55,532,4.05,4.1,2.62
"49271",0.64,"Ideal","E","SI1",62,56,2089,5.57,5.53,3.44
"13472",1.07,"Ideal","G","SI1",61.7,54,5532,6.59,6.61,4.07
"51512",0.7,"Premium","H","SI1",61.1,58,2383,5.73,5.69,3.49
"46428",0.56,"Very Good","E","VS2",61.1,57,1770,5.33,5.38,3.27
"39270",0.38,"Premium","G","VS1",61.9,58,1069,4.66,4.62,2.87
"52624",0.31,"Very Good","I","VVS2",62.5,55,551,4.33,4.36,2.71
"15590",1.35,"Premium","J","VS2",60.5,56,6254,7.19,7.12,4.33
"11119",1.27,"Ideal","G","SI2",58.8,56,4936,7.16,7.06,4.18
"4016",1,"Ideal","E","I1",61.8,56,3520,6.38,6.43,3.96
"25413",2.14,"Ideal","I","SI2",60.7,57,14138,8.34,8.4,5.08
"17066",0.32,"Very Good","G","SI1",63.5,56,612,4.38,4.35,2.77
"4657",0.91,"Ideal","I","VS1",62.5,55,3669,6.25,6.2,3.89
"47372",0.54,"Ideal","E","VS2",61.8,55,1847,5.26,5.24,3.24
"5350",0.9,"Fair","D","SI1",60.4,61,3812,6.24,6.22,3.76
"11972",1.01,"Ideal","F","SI1",62.3,55,5140,6.37,6.44,3.99
"23581",2.72,"Ideal","H","I1",59.6,55,11594,9.17,9.13,5.45
"52878",0.74,"Very Good","F","SI1",61.5,58,2583,5.82,5.85,3.59
"24019",1.15,"Ideal","E","VVS2",61.5,57,12193,6.72,6.75,4.14
"30327",0.36,"Ideal","F","VS2",60.9,57,726,4.58,4.61,2.8
"47077",0.52,"Ideal","D","VS2",61.8,56,1822,5.15,5.17,3.19
"45389",0.55,"Ideal","G","VS1",61.3,57,1667,5.25,5.28,3.23
"49106",0.63,"Premium","E","VS1",61.8,60,2064,5.51,5.49,3.4
"25149",1.5,"Premium","G","VS1",60.2,58,13720,7.41,7.38,4.45
"1194",0.73,"Premium","F","VS2",59.9,58,2933,5.84,5.87,3.51
"15285",1.09,"Ideal","D","SI1",61.9,57,6133,6.57,6.61,4.08
"23941",1.51,"Ideal","H","VS1",62.5,54,12071,7.28,7.34,4.57
"32192",0.35,"Premium","H","VS1",62.6,59,788,4.5,4.45,2.8
"16275",1.02,"Ideal","F","VS2",62.9,57,6509,6.42,6.33,4.01
"15835",1.01,"Good","E","VS2",63.7,56,6335,6.29,6.27,4
"14683",1.03,"Very Good","D","SI1",62.5,59,5924,6.45,6.48,4.04
"45669",0.52,"Ideal","E","VS2",61.4,54,1694,5.23,5.2,3.2
